# 【geoguessr】日本マップNMで使える知識を300個以上紹介します！

[00:00:30] かわいいチャージャーとか食べたことないから
[02:11:13] そのあたりとかも見るといいかもしれないですが この形ですね
[02:11:18] ミヤの形をしているのが 宇都宮市のマンホールです
[02:11:22] 土地意見はそのぐらいかな 市街局版は全域で
[02:11:27] 028です
[02:11:36] 茨城県 行きます標識
[02:11:42] 茨城県の標識は洋裕和鉛メッキ北海道と岩手県で見たのと同じ 洋裕和鉛メッキでかつ黄色テープが3本巻いてあります
[02:11:52] これと同じかというか似ている標識が石川県にもありますけどとりあえずまあ 関東で洋裕和鉛メッキは茨城県にしかないですね
[02:12:04] っていうのが大事です
[02:12:08] で、茨城県の止まれ
[02:12:13] 茨城県の止まれは新潟県のと似ていますが 止まれの
[02:12:19] ここ2画目は真横です で、まは丸い形
[02:12:26] れはここ隙間がある形 新潟県と違って真横っていうのを覚えてください
[02:12:33] 関東でこのタイプの止まれを使っているのは茨城県だけですね 茨城県は結構こういうポールもそうですけど固有の
[02:12:43] 関東の中では固有のものが多いですね
[02:12:52] さらにダイヤはどんな形かというと 先ほど見た栃木県、新潟県と同じ形なんですけど
[02:13:01] 細いことがよくあります 長い短い長い短い
[02:13:06] これさっきより細いのが分かってもらえますかね
[02:13:12] さっきの栃木県のと見比べると
[02:13:16] これじゃない
[02:13:20] これです栃木県はこの太さでした 茨城県はこの太さということで
[02:13:27] 太さが違う細い場合が茨城県ではよくあります
[02:13:36] はいというのが茨城県のダイヤの特徴です で茨城県で覚えてほしい絶対に覚えてほしい景色があります
[02:13:45] それがこれですね
[02:13:48] 山です こういう尖った山
[02:13:51] このVVみたいな形をした山頂上が これが筑波山ですね
[02:13:57] これは絶対に覚えてください 筑波山は
[02:14:03] ここにありますこの 下妻市とか
[02:14:07] 筑波市のこのエリアこのあたりここにあります で筑波山は結構遠くからでも見えて栃木県とかも埼玉県このあたりとかからでも
[02:14:17] 見えたりすることがあります のでこの特徴的な形部位の形があったら筑波山っていうのを覚えてください
[02:14:29] というのが茨城県の特徴で市街局版なんですがほぼ全域で029が使われています 覚え方はお肉はミートだそうでございますのでぜひ覚えてください
[02:14:43] お肉はミートで茨城県 でただし一部ですねこの小賀市ここ茨城県ですけれども
[02:14:52] 小賀市のあたりは0280 栃木県の市街局版ですね栃木県でよく使われている0280
[02:15:00] が使われています それ以外は029ですねお肉が使われていますので覚えてください
[02:15:08] 失礼しましたあとこれですね 南部上寿司があるんですけどここを茨城県ですが上寿司は
[02:15:17] 0479ってことでまちば県でメインで使われている 047が入っていますが
[02:15:23] まああんまり出てこないですかね まあでも0280は
[02:15:28] それなりに出てくるので覚えておいた方がいいかもしれません まあほぼ全域お肉ですこれが茨城県
[02:15:39] で次は
[02:15:43] 千葉県にしようかな
[02:15:51] 千葉県は そうですね当てるのが難しかったりする場合がありますが
[02:15:58] まず千葉県のダイヤを紹介します千葉県のダイヤは群馬県と同じタイプで 4つに分割されててそれぞれ同じ長さ
[02:16:08] 群馬県と同じタイプですね
[02:16:11] なんでもかん まあ群馬県と千葉県間違える場合もあるかと思います
[02:16:18] でまちば県ちょっと当てるのが難しいんですけど景色としては なんていうかこんな感じですね
[02:16:27] まあ土が黒い 地が黒くて
[02:16:32] あったかそうって感じですか
[02:16:36] ちょっと難しいんですけど
[02:16:41] なんかあったかそうっていう感じこういう植物とか こういう木とかこういう低木とかがあってあったかそうっていう
[02:16:50] まあこういうエリア茨城県の南部とかもなんですが 例えば適当に拾ってみても
[02:16:58] これですねこれまさにこのあたりっぽい 土が黒くて
[02:17:05] なんかあったかそうで若干起伏がある感じですね そこまで平っていう場所はあんまりないかと思います
[02:17:14] でまぁこれちょっと似た景色として 宮崎県とかあるんですけれども
[02:17:20] まあ電柱かな電柱で見分けるとか 電柱ない場合はちょっと難しかったりするんですけど
[02:17:28] こういう土が黒目で
[02:17:32] っていうのがまず関東の中でも千葉とか茨城とかになるかと思います まあ千葉県はちょっとこれぐらいになっちゃうんですけれども
[02:17:42] 千葉県全体の特徴としてめちゃくちゃ平です 標高が高いところがほとんどなくて
[02:17:51] 一番高いとこでも数百メートルとかしかないんですよね なので例えばこういう一見山道に見えますけど
[02:17:59] こういう場所を見ても
[02:18:02] 確かに
[02:18:05] でのどちらかが標準形じゃなかったはず あっ
[02:18:10] すっかり入れ忘れておりましたね
[02:18:13] 後で紹介します 千葉県はなんかこういう場所を選んでもなんか山じゃないんですよね
[02:18:23] 山じゃなくて森を走ってる感じ
[02:18:27] 急激な山みたいな場所っていうのは あんまりないですね
[02:18:33] なので関東で山を見たら千葉県を外したくなるなっていうぐらい 千葉県は山がないですね
[02:18:43] なのでそのあたりを 見ると千葉県じゃないなっていうふうにいけるかもしれないですね
[02:18:51] で千葉県の市街局版はちょっと難しくて
[02:18:57] 千葉市 から岸原寿司とかこっちの方
[02:19:01] このエリア このエリアは043ですね
[02:19:05] 千葉市から清水市 福津市までが043でそれ以外は047を使っているんですけど
[02:19:17] この柏市とか野田市があるエリアここまで千葉県ですけど このエリアは04を使ってます
[02:19:24] 04-71 なのでまあ東京と同じくね東京は03ですけど大阪は06みて
[02:19:33] 2桁の市街局版を使ってます柏市のあたり で04を使っているのは
[02:19:40] 8 まあこの柏市周辺と埼玉県の
[02:19:48] 所沢市の周辺 も04を使っているんで
[02:19:54] まあ3桁目が7なら 柏
[02:19:59] で
[02:20:00] 3桁目が2だったら所沢って感じになるんですが
[02:20:06] まあそうですね04があるっていうことを知っておくのが結構大事ですね
